id,name,category,standard,coverage,scope,base_product,machining,n_tabs,tabs,current_tabs,n_live_links,vendors,text_only_sources,aliases,notes,qty:voron-2.4,qty:voron-trident,qty:voron-0.2,qty:voron-switchwire,qty:voron-cascade,qty:stealthburner,qty:optional-parts,qty:tools,qty:afterburner,qty:voron-m4,qty:mobius-3.1,qty:jetpack,qty:voron-0,qty:voron-0.1,qty:voron-1.8,qty:voron-1.6.2,qty:voron-2.2,link_1,link_2,link_3,link_4,link_5,link_6,link_7,link_8,link_9,link_10,link_11,link_1_url,link_2_url,link_3_url,link_4_url,link_5_url,link_6_url,link_7_url,link_8_url,link_9_url,link_10_url,link_11_url
electronics.dc-dc-psu-buck-converter-24v-to-5v,DC/DC PSU/buck converter - 24V to 5V,Electronics,,partial,,,,3,voron-0.2 voron-0 voron-0.1,voron-0.2,2,Amazon | AliExpress,,,"Optional, you only need this if you do not have adiquate 5v source on your MCU",,,1,,,,,,,,,,1,1,,,,Amazon [Affiliate Link],Aliexpress,,,,,,,,,,https://amzn.to/2KIBNMw,https://s.click.aliexpress.com/e/_Bfg1Siru,,,,,,,,,
electronics.din-rail,DIN Rail,Electronics,,all_live,,,,1,voron-2.4,voron-2.4,1,Digi-Key,,,This is best sourced locally,1,,,,,,,,,,,,,,,,,Digikey,,,,,,,,,,,https://www.digikey.com/en/products/detail/idec/BAA1000/8344276,,,,,,,,,,
electronics.dragon-fly-bmo-hotend,Dragon Fly BMO Hotend,Electronics,,all_live,,,,2,voron-0.2 voron-0.1,voron-0.2,1,AliExpress,,,,,,1,,,,,,,,,,,1,,,,Aliexpress,,,,,,,,,,,https://s.click.aliexpress.com/e/_9ht8Ir,,,,,,,,,,
electronics.e3d-revo-voron,E3D Revo VORON,Electronics,,all_live,,,,1,voron-0.2,voron-0.2,1,E3D,,,"Refer to page 171 of the manual to find alternative, supported hotends",,,1,,,,,,,,,,,,,,,E3D,,,,,,,,,,,https://e3d-online.com/products/revo-voron,,,,,,,,,,
electronics.e3d-v6-bowden-hotend-kit-24v,E3D V6 Bowden Hotend Kit (24V),Electronics,,all_live,,,,2,voron-trident voron-1.8,voron-trident,3,AliExpress | Filastruder | Printed Solid,,,"Trianglelab sells inexpensive clones of the E3D v6 assembly that is as good, if not better, than the original part. There is no reason to buy the ""legit"" part here unless you don't like money. Purchase the all metal option. PTFE lined will break down at ABS temps.",,1,,,,,,,,,,,,,1,,,Trianglelab,Filastruder,Printed Solid,,,,,,,,,https://www.aliexpress.com/item/32844028127.html,https://www.filastruder.com/products/all-metal-e3d-v6-hotend,https://www.printedsolid.com/products/e3d-hot-end-kit-v6?variant=22124184600661,,,,,,,,
electronics.fuse-2-5a-250v-holder-cartridge-5-x-20mm-glass,Fuse 2.5A 250V Holder Cartridge 5 X 20mm Glass,Electronics,,all_live,,,,2,voron-0.2 voron-0.1,voron-0.2,1,Digi-Key,,,,,,1,,,,,,,,,,,1,,,,Digikey,,,,,,,,,,,https://www.digikey.com/en/products/detail/littelfuse-inc/061702-5MXP/5233765,,,,,,,,,,
electronics.fuse-medium-time-delay-acting-4a-250v-holder-cartridge-5-x-20mm-glass,Fuse Medium Time Delay Acting 4A 250V Holder Cartridge 5 X 20mm Glass,Electronics,,all_live,,,,3,voron-2.4 voron-trident voron-switchwire,voron-2.4 voron-trident voron-switchwire,1,Digi-Key,,,"For areas with 220V mains systems. Digikey can be expensive for EU customers, and this part can often be found cheaper at a local hardware or automotive store.",2,2,,2,,,,,,,,,,,,,,Digikey,,,,,,,,,,,https://www.digikey.com/en/products/detail/littelfuse-inc/0232004-MXP/778023,,,,,,,,,,
electronics.fuse-medium-time-delay-acting-8a-250v-holder-cartridge-5-x-20mm-glass,Fuse Medium Time Delay Acting 8A 250V Holder Cartridge 5 X 20mm Glass,Electronics,,all_live,,,,6,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-1.6.2 voron-2.2,voron-2.4 voron-trident voron-switchwire,1,Digi-Key,,,For areas with 120V mains systems.,2,2,,2,,,,,,,,,,,2,2,2,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
electronics.harness-for-adxl-sensor-module,Harness for ADXL Sensor Module,Electronics,,no_links,,,,1,stealthburner,stealthburner,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electronics.iec320-c14-inlet-push-fit-w-rocker-switch-fuse,IEC320 C14 Inlet - Push-fit - w/ Rocker Switch & Fuse,Electronics,,all_live,,,,4,voron-2.4 voron-0.2 voron-switchwire voron-0.1,voron-2.4 voron-0.2 voron-switchwire,1,Digi-Key,,IEC320 C14 inlet | AC Inlet,If you are getting PiF parts you will need the filtered inlet and switch,1,,1,1,,,,,,,,,,1,,,,See note for PiF Digikey,,,,,,,,,,,https://www.digikey.com/en/products/detail/adam-tech/IEC-GS-1-100/9831135,,,,,,,,,,
electronics.inductive-probe,Inductive Probe,Electronics,,all_live,,,,1,voron-2.4,voron-2.4,3,AliExpress | Digi-Key,,,"Note: As of the 2.4R2 release, the PL08N/PL05N family probes are no longer supported",1,,,,,,,,,,,,,,,,,Aliexpress - TL-Q5MC2-Z,Digkey - GX-HL15B,Digikey - TL-Q5MC2,,,,,,,,,https://www.aliexpress.com/item/2251832663198775.html,https://www.digikey.com/en/products/detail/panasonic-industrial-automation-sales/GX-HL15B/3896951,https://www.digikey.com/en/products/detail/omron-automation-and-safety/tl-q5mc2/2669828,,,,,,,,
electronics.led-light-bar-12v-24v,LED Light Bar (12v/24v),Electronics,,all_live,,,,1,optional-parts,optional-parts,1,Amazon,,,Mounts for these on github,,,,,,,2,,,,,,,,,,,Amazon,,,,,,,,,,,https://www.amazon.com/dp/B00LAAZ2UW,,,,,,,,,,
electronics.mean-well-lrs-200-12-psu,Mean Well LRS-200-12 PSU,Electronics,,all_live,,,,2,voron-1.6.2 voron-2.2,,1,Digi-Key,,,Do not cheap out on this. Get a legitmate MeanWell PSU. Higher wattage is not necessary since the bed is mains powered. Higher wattage also comes with a fan which adds to the noise.,,,,,,,,,,,,,,,,1,1,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
electronics.mean-well-lrs-200-24-psu,Mean Well LRS-200-24 PSU,Electronics,,all_live,,,,3,voron-2.4 voron-trident voron-1.8,voron-2.4 voron-trident,1,Digi-Key,,,Do not cheap out on this. Get a legitimate MeanWell PSU. Higher wattage is not necessary since the bed is mains powered. Higher wattage also comes with a fan which adds to the noise. For regions that mandate PFC use the MeanWell RSP-200-24 instead of the LRS-200-24. / Do not cheap out on this. Get a legitmate MeanWell PSU. Higher wattage is not necessary since the bed is mains powered. Higher wattage also comes with a fan which adds to the noise.,1,1,,,,,,,,,,,,,1,,,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
electronics.mean-well-lrs-350-24-psu,Mean Well LRS-350-24 PSU,Electronics,,no_links,,,,1,voron-switchwire,voron-switchwire,0,,X,,Do not cheap out on this. Get a legitimate MeanWell PSU. For regions that mandate PFC use the MeanWell RSP-200-24 instead of the LRS-200-24.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electronics.meanwell-lrs-100-24,Meanwell LRS-100-24,Electronics,,partial,,,,1,voron-0,,1,Mouser,,,For regions that mandate PFC use the MeanWell RSP instead of the LRS,,,,,,,,,,,,,1,,,,,Mouser,,,,,,,,,,,https://www.mouser.com/productdetail/mean-well/lrs-100-24?qs=vDxCgdWo2h8VcCv3wQzZdg%3D%3D,,,,,,,,,,
electronics.meanwell-lrs-150-24,Meanwell LRS-150-24,Electronics,,partial,,,,2,voron-0.2 voron-0.1,voron-0.2,1,Mouser,,,LRS-150f-24 is also acceptable - For regions that mandate PFC use the MeanWell RSP instead of the LRS / LRS-150f-24 is also acceptable,,,1,,,,,,,,,,,1,,,,Mouser,,,,,,,,,,,https://www.mouser.com/ProductDetail/MEAN-WELL/LRS-150-24?qs=%2Fha2pyFadujaj%2F6cO0Hh6kYnnLsf9IOqcNQ0fcoOAnOylsolKT1NZQ%3D%3D,,,,,,,,,,
electronics.meanwell-rs-25-5-psu,Meanwell RS-25-5 PSU,Electronics,,all_live,,,,6,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-1.6.2 voron-2.2,voron-2.4 voron-trident voron-switchwire,1,Digi-Key,,Mean Well RS-25-5 PSU,Do not cheap out on this. Get a legitimate MeanWell PSU. / Do not cheap out on this. Get a legitmate MeanWell PSU.,1,1,,1,,,,,,,,,,,1,1,1,Digikey,,,,,,,,,,,https://www.digikey.com/product-detail/en/mean-well-usa-inc/RS-25-5/1866-4145-ND/7706180,,,,,,,,,,
electronics.mosfet-trigger-switch-drive-module,MOSFET Trigger Switch Drive Module,Electronics,,no_links,,,,1,voron-switchwire,voron-switchwire,0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electronics.nema14-36mm-round-pancake-motor-with-10-tooth-gear-20mm,NEMA14 36mm Round Pancake Motor with 10 tooth gear 20mm,Electronics,,all_live,,,,1,stealthburner,stealthburner,3,StepperOnline | AliExpress,,,,,,,,,1,,,,,,,,,,,,OMC Stepper,Aliexpress,Aliexpress,,,,,,,,,https://www.omc-stepperonline.com/round-nema-14-bipolar-0-9deg-9-ncm-12-75-oz-in-1-0a-%CF%8636x17-5mm-4-wires-14hr07-1004vrn,https://s.click.aliexpress.com/e/_DBnmZ1l,https://s.click.aliexpress.com/e/_A2WTM8,,,,,,,,
electronics.nema14-36mm-round-pancake-stepper-motor-with-10-tooth-spur-gear-ldo-36sth20-1004ahg,NEMA14 36mm round pancake Stepper Motor with 10 tooth spur gear (LDO 36STH20-1004AHG),Electronics,,all_live,,,,2,voron-0.2 voron-0.1,voron-0.2,2,AliExpress,,,,,,1,,,,,,,,,,,1,,,,Aliexpress,Aliexpress,,,,,,,,,,https://s.click.aliexpress.com/e/_DBnmZ1l,https://s.click.aliexpress.com/e/_A2WTM8,,,,,,,,,
electronics.nema14-36mm-round-pancake-stepper-motor-with-10-tooth-spur-gear-omc-14hr07-1004vrn,NEMA14 36mm round pancake Stepper Motor with 10 tooth spur gear (OMC 14HR07-1004VRN),Electronics,,all_live,,,,2,voron-0.2 voron-0.1,voron-0.2,1,StepperOnline,,,Both the OMC and LDO stepper motor work well. Pick whichever you prefer.,,,1,,,,,,,,,,,1,,,,OMC Stepper,,,,,,,,,,,https://www.omc-stepperonline.com/round-nema-14-bipolar-0-9deg-9-ncm-12-75-oz-in-1-0a-%CF%8636x17-5mm-4-wires-14hr07-1004vrn,,,,,,,,,,
electronics.nema14-stepper-motor-14hs10-0404s,NEMA14 Stepper Motor (14HS10-0404S),Electronics,,all_live,,,,1,voron-0,,1,StepperOnline,,,,,,,,,,,,,,,,1,,,,,OMC Stepperonline,,,,,,,,,,,https://www.omc-stepperonline.com/nema-14-bipolar-1-8deg-14ncm-20oz-in-0-4a-12v-35x35x26mm-4-wires.html,,,,,,,,,,
electronics.nema14-stepper-motor-14hs17-0504s,NEMA14 Stepper Motor (14HS17-0504S),Electronics,,all_live,,,,1,voron-0,,2,StepperOnline | AliExpress,,,XYZ,,,,,,,,,,,,,3,,,,,OMC Stepper - V0 Kit,Aliexpress,,,,,,,,,,https://www.omc-stepperonline.com/nema-14-stepper-motor-kit-for-voron-v0.html,https://s.click.aliexpress.com/e/_dTb2YwC,,,,,,,,,
electronics.nema14-stepper-motor-40ncm,NEMA14 Stepper Motor 40Ncm,Electronics,,all_live,,,,2,voron-0.2 voron-0.1,voron-0.2,3,StepperOnline | AliExpress,,,OMC: (14HS20-1504S) LDO:(35STH48-1684AHVRN),,,2,,,,,,,,,,,2,,,,OMC Stepper,Aliexpress,Full Motor Kit,,,,,,,,,https://www.omc-stepperonline.com/nema-14-bipolar-1-8deg-40ncm-56-7oz-in-1-5a-4-2v-35x35x52mm-4-wires-14hs20-1504s,https://s.click.aliexpress.com/e/_AdKnDl,https://www.omc-stepperonline.com/voron-v0-1-bom-of-stepper-motors-14hs20-1504s-14hr07-1004vrn-17ls13-0404e-200g-voronv01,,,,,,,,
electronics.nema17-motor-17hs08-1004s,NEMA17 Motor 17HS08-1004S,Electronics,,all_live,,,,4,voron-trident afterburner jetpack voron-1.8,voron-trident,4,AliExpress | StepperOnline | LDO Motors,,,Stepper body depth of 20mm,,1,,,,,,,1,,,1,,,1,,,Aliexpress,Stepper Online,Stepper Online,LDO,,,,,,,,https://www.aliexpress.com/item/32585429251.html,https://www.omc-stepperonline.com/nema-17-stepper-motor/nema-17-bipolar-1-8deg-16ncm-22-6oz-in-1a-3-7v-42x42x20mm-4-wires.html,https://www.omc-stepperonline.com/nema-17-bipolar-1-8deg-16ncm-22-6oz-in-1a-3-7v-42x42x20mm-4-wires.html,https://docs.ldomotors.com/en/voron/LDO_Voron_Distributors,,,,,,,
electronics.nema17-motor-17hs15-1504s1,NEMA17 Motor 17HS15-1504S1,Electronics,,partial,,,,2,voron-switchwire voron-m4,voron-switchwire,2,StepperOnline | AliExpress,"X (X, Z and Y)",,,,,,3,,,,,,1,,,,,,,,Stepper Online,Stepper Online,,,,,,,,,,https://www.omc-stepperonline.com/nema-17-bipolar-45ncm-63-74oz-in-1-5a-42x42x39mm-4-wires-w-1m-cable-and-connector.html,https://www.aliexpress.com/item/32589488227.html,,,,,,,,,
electronics.nema17-motor-17hs19-2004s,NEMA17 Motor 17HS19-2004S,Electronics,,all_live,,,,6,voron-2.4 voron-trident mobius-3.1 voron-1.8 voron-1.6.2 voron-2.2,voron-2.4 voron-trident,6,StepperOnline | AliExpress | Amazon | LDO Motors,,NEMA17 Motor 17HS19-2004S (min 35mm shaft for double shear),Strongly advise buying the specific steppers to reduce the chance of underperformance / strongly advise buying the spec steppers to avoid performance issues,6,2,,,,,,,,,1,,,,2,2,6,Stepper Online,Stepper Online,Stepper Online,Amazon,Stepper Online,LDO,,,,,,https://www.omc-stepperonline.com/nema-17-bipolar-59ncm-84oz-in-2a-42x48mm-4-wires-w-1m-cable-and-connector.html,https://www.omc-stepperonline.com/nema-17-bipolare-59ncm-84oz-in-2a-42x48mm-4fili-w-1m-cable-and-connector.html,https://www.aliexpress.com/item/32589488227.html,https://www.amazon.com/dp/B00PNEQKC0,https://www.aliexpress.com/item/32572890101.html,https://docs.ldomotors.com/en/voron/LDO_Voron_Distributors,,,,,
electronics.nema17-motor-with-leadscrew-17ls19-1684e-300g,NEMA17 Motor with Leadscrew (17LS19-1684E-300G),Electronics,,partial,,,,1,voron-1.6.2,,1,StepperOnline,,,,,,,,,,,,,,,,,,,2,,Stepper Online,,,,,,,,,,,https://www.omc-stepperonline.com/nema-17-external-48mm-stack-168a-lead-8mm031496-length-300mm-17ls19-1684e-300g.html,,,,,,,,,,
electronics.nema17-stepper-motor-with-integrated-lead-screw-200mm-t8x8,NEMA17 Stepper Motor with integrated lead screw 200mm T8x8,Electronics,,partial,,,,2,voron-0.2 voron-0.1,voron-0.2,1,StepperOnline,,NEMA17 Stepper Motor (34mm max) with integrated lead screw 200mm T8x8,OMC: (17LS13-0404E-200G) LDO: (42STH25-1004CL200E),,,1,,,,,,,,,,,1,,,,OMC Stepper,,,,,,,,,,,https://www.omc-stepperonline.com/nema-17-external-34mm-stack-04a-lead-8mm031496-length-200mm-17ls13-0404e-200g.html,,,,,,,,,,
electronics.neopixel-rgbw-mini-button-pcb,NeoPixel RGBW Mini Button PCB,Electronics,,no_links,,,,1,stealthburner,stealthburner,0,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electronics.ntc-100k-beta-3950-thermistor-sensor,NTC 100K Beta 3950 Thermistor Sensor,Electronics,,all_live,,,,1,optional-parts,optional-parts,1,AliExpress,,,,,,,,,,Spare,,,,,,,,,,,Aliexpress,,,,,,,,,,,https://www.aliexpress.com/item/33029709571.html,,,,,,,,,,
electronics.nylon-pcb-standoff-kit-m3,Nylon PCB Standoff Kit (M3),Electronics,,none_live,,,,1,voron-0,,0,,print them,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
electronics.omron-g3na-210b-dc5-10a-or-crydom-d2425-25a-or-crydom-84134000-10a-ssr,Omron G3NA-210B-DC5 (10A) or Crydom D2425 (25A) or Crydom 84134000 (10A) SSR,Electronics,,all_live,,,,5,voron-2.4 voron-trident voron-1.8 voron-1.6.2 voron-2.2,voron-2.4 voron-trident,6,Digi-Key | Filastruder,,Omron G3NA-210B-DC5 (10A) or Crydom D2425 (25A) or Crydom 84134000 (10A) SSR or Panasonic AQA211VL (15A),"Crydom (2nd Link, also valid alternative), UTU PN just adds TUV support as a certification to the relay (Omron Only)",1,1,,,,,,,,,,,,,1,1,1,Digikey (Omron),Digikey (Omron),Digikey (Panasonic),Digikey (Crydom 25A),Digikey (Crydom 10A),Filastruder (Panasonic),,,,,,https://www.digikey.com/en/products/detail/omron-automation-and-safety/G3NA-210B-UTU-DC5-24/634443,https://www.digikey.com/products/en,https://www.digikey.com/en/products/detail/panasonic-electric-works/AQA211VL/2364682,https://www.digikey.com/product-detail/en/sensata-crydom/D2425/CC1006-ND/139477,https://www.digikey.com/product-detail/en/sensata-crydom/84134000/646-1227-ND/1816787,https://www.filastruder.com/products/solid-state-relay?_pos=1&_sid=f58b74679&_ss=r,,,,,
electronics.omron-mouse-button-micro-switch,Omron Mouse Button - Micro Switch,Electronics,,partial,,,,9,voron-2.4 voron-trident voron-0.2 voron-switchwire voron-0 voron-0.1 voron-1.8 voron-1.6.2 voron-2.2,voron-2.4 voron-trident voron-0.2 voron-switchwire,3,Digi-Key,,,"First Option Has Lever, 2nd Does Not",3,3,1,2,,,,,,,,,3,3,3,3,3,Digikey,Digikey,Digikey,,,,,,,,,https://www.digikey.com/product-detail/en/omron-electronics-inc-emc-div/D2F-5L/Z8846-ND/8593137,https://www.digikey.com/en/products/detail/omron-electronics-inc-emc-div/D2F-01L/83264,https://www.digikey.com/product-detail/en/omron-electronics-inc-emc-div/D2F-5/Z8845-ND/8593136,,,,,,,,
electronics.omron-tl-q5mc2-npn-nc-5mm-sense,"Omron TL-Q5MC2 - NPN, NC, 5mm Sense",Electronics,,partial,,,,3,voron-trident voron-switchwire optional-parts,voron-trident voron-switchwire optional-parts,4,AliExpress | Mouser | newark.com,X (Pinda),,"The common PL08 probe may not fit with the MGN12 configuration due to space constraints. Omron or Panasonic probes are recommended. / Note, when using the Pinda probe Y travel will be reduced due to trigger distance and clearance with bed locating pins and wiring cover. / for Omron Toolhead (only use this if you have a spring steel plate or you may not have sufficient sense distance before crashing the toolhead)",,1,,1,,,1,,,,,,,,,,,Aliexpress,Mouser (OEM A-Stock),Newark (OEM A-Stock),AliExpress,,,,,,,,https://www.aliexpress.com/item/2251832663198775.html,https://www.mouser.com/ProductDetail/Omron-Automation-and-Safety/TL-Q5MC2?qs=%2Fha2pyFadujGSyouhW07bDypqQHk8q5KtPum7PUL424%3D,https://www.newark.com/omron-industrial-automation/tl-q5mc2/rect-prx-5mm-npn-nc-unsh/dp/38B1174,https://s.click.aliexpress.com/e/_DlxY7KJ,,,,,,,
electronics.pl-08n-inductive-probe,PL-08N Inductive Probe,Electronics,,none_live,,,,3,voron-1.8 voron-1.6.2 voron-2.2,,0,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
electronics.power-supply-for-24v-conversions,Power Supply for 24v Conversions,Electronics,,all_live,,,,1,optional-parts,optional-parts,1,Digi-Key,,,,,,,,,,1,,,,,,,,,,,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
electronics.pt100-rtd-sensor,PT100 RTD Sensor,Electronics,,all_live,,,,1,optional-parts,optional-parts,2,E3D | AliExpress,,,"Not required, but always nice, tend to be more ""reliable"" than thermistors, require additional hardware to use",,,,,,,Spare,,,,,,,,,,,E3D,Aliexpress,,,,,,,,,,https://e3d-online.com/products/pt100-temperature-sensor,https://www.aliexpress.com/item/32828593452.html,,,,,,,,,
electronics.raspberry-pi-3,Raspberry Pi 3,Electronics,,all_live,,,,3,voron-0.2 voron-0 voron-0.1,voron-0.2,1,adafruit.com,,Raspberry Pi 3 (or better),"pi3 or better, if you are running Fluid or mainsail a pi0 is enough",,,1,,,,,,,,,,1,1,,,,Adafruit,,,,,,,,,,,https://www.adafruit.com/product/3775,,,,,,,,,,
electronics.skr-mini-e3-v2,SKR Mini E3 V2,Electronics,,none_live,,,,1,voron-switchwire,voron-switchwire,0,,X (Einsy Rambo),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electronics.small-12v-psu-for-lights-etc-for-24v-builds,"Small 12v PSU for Lights, etc for 24v Builds",Electronics,,partial,,,,1,optional-parts,optional-parts,1,Digi-Key,,,,,,,,,,1,,,,,,,,,,,Digikey (25w),,,,,,,,,,,https://www.digikey.com/product-detail/en/mean-well-usa-inc/RS-25-12/1866-4140-ND/7706175,,,,,,,,,,
electronics.ssr-din-mount,SSR DIN Mount,Electronics,,all_live,,,,2,voron-trident voron-1.8,voron-trident,1,AliExpress,,,,,1,,,,,,,,,,,,,1,,,Aliexpress,,,,,,,,,,,https://www.aliexpress.com/item/32971006524.html,,,,,,,,,,
electronics.tbc-05-terminal-cover-optional-for-rs-25-5,"TBC-05 Terminal Cover (optional, for RS-25-5)",Electronics,,all_live,,,,1,voron-trident,voron-trident,1,Digi-Key,,,,,,,,,,,,,,,,,,,,,Digikey,,,,,,,,,,,https://www.digikey.com/en/products/detail/mean-well-usa-inc/TBC-05/7707107,,,,,,,,,,
electronics.tbc-09-terminal-cover-optional-for-lrs-200-24,"TBC-09 Terminal Cover (optional, for LRS-200-24)",Electronics,,all_live,,,,2,voron-trident voron-1.8,voron-trident,1,Digi-Key,,,,,1,,,,,,,,,,,,,1,,,Digikey,,,,,,,,,,,https://www.digikey.com/products/en,,,,,,,,,,
electronics.thermal-fuse,Thermal Fuse,Electronics,,none_live,,,,5,voron-2.4 voron-trident voron-1.8 voron-1.6.2 voron-2.2,voron-2.4 voron-trident,0,,,,"Buy a 130C thermal cutoff, you want the fuse to blow before the heater falls off the bed / Buy a 150C thermal cutoff, you want the fuse to blow before the heater falls off the bed / Buy a 115C-125C thermal cutoff, you want the fuse to blow before the heater falls off the bed",1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
electronics.thermistor-for-your-hotend-of-choice,Thermistor for your hotend of choice,Electronics,,all_live,,,,3,voron-0.2 voron-0 voron-0.1,voron-0.2,1,AliExpress,,,,,,1,,,,,,,,,,1,1,,,,Aliexpress,,,,,,,,,,,https://s.click.aliexpress.com/e/_dZx4X0S,,,,,,,,,,
electronics.threaded-v6-hotend-kit-24v-all-metal,Threaded v6 Hotend kit 24V (All Metal),Electronics,,all_live,,,,2,voron-0 voron-0.1,,2,AliExpress,,,pick one of these / Bowden toolhead only,,,,,,,,,,,,,1,1,,,,Aliexpress,Aliexpress,,,,,,,,,,https://s.click.aliexpress.com/e/_dWCqSj2,https://www.aliexpress.com/item/32888737278.html,,,,,,,,,
electronics.tr8x8-lead-screw-nut,TR8x8 Lead Screw Nut,Electronics,,all_live,,,,1,voron-1.6.2,,1,pololu.com,,,Youll need these because the ones the motors come with are plastic and the wrong pattern,,,,,,,,,,,,,,,,2,,Pololu,,,,,,,,,,,https://www.pololu.com/product/2688,,,,,,,,,,
electronics.tycoelectronics-10egg1-1-normal-or-10ehg1-1-medical-filtered-power-inlet,TycoElectronics - 10EGG1-1 (Normal) or 10EHG1-1 (Medical): Filtered Power Inlet,Electronics,,all_live,,,,3,voron-2.4 voron-trident voron-switchwire,voron-2.4 voron-trident voron-switchwire,2,Digi-Key | Mouser,,,For North American & UK single-fuse builds,1,1,,1,,,,,,,,,,,,,,Digikey,Mouser,,,,,,,,,,https://www.digikey.com/en/products/detail/te-connectivity-corcom-filters/3-1609115-4/2032295,https://www.mouser.com/ProductDetail/TE-Connectivity-PB/10EGG1-1?qs=vcjNRp8H9z1CsIf%2F5OknUw%3D%3D,,,,,,,,,
electronics.tycoelectronics-10egg1-2-normal-or-10ehg1-2-medical-filtered-power-inlet,TycoElectronics - 10EGG1-2 (Normal) or 10EHG1-2 (Medical): Filtered Power Inlet,Electronics,,all_live,,,,6,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-1.6.2 voron-2.2,voron-2.4 voron-trident voron-switchwire,2,Digi-Key | Mouser,,,For European dual-fuse builds,1,1,,1,,,,,,,,,,,1,1,1,Digikey,Mouser,,,,,,,,,,https://www.digikey.com/products/en,https://www.mouser.com/ProductDetail/TE-Connectivity-PB/10EGG1-2?qs=vcjNRp8H9z2nhEkRL4AXYw%3D%3D,,,,,,,,,
electronics.usb-cable-a-male-mini-b-male-1-included-with-skr-mini,USB Cable A-male Mini B-male (1 Included with SKR Mini),Electronics,,no_links,,,,1,voron-switchwire,voron-switchwire,0,,,,Most SKR kits come with a cable so this part is likely unnecessary as a separate purchase. Double check your purchase history.,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electronics.v0-display,V0-Display,Electronics,,all_live,,,,1,voron-0.2,voron-0.2,2,github.com | AliExpress,,,,,,1,,,,,,,,,,,,,,,Github,Aliexpress,,,,,,,,,,https://github.com/VoronDesign/Voron-Hardware/tree/master/V0_Display,https://s.click.aliexpress.com/e/_DnCImzZ,,,,,,,,,
electronics.vhb-tape-20mm-or-so-is-good,VHB tape (20mm or so is good),Electronics,,none_live,,,,2,voron-0 voron-0.1,,0,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
electronics.zf-rocker-switches-dpst-16a-on-off,ZF - Rocker Switches DPST 16A ON-OFF,Electronics,,all_live,,,,6,voron-2.4 voron-trident voron-switchwire voron-1.8 voron-1.6.2 voron-2.2,voron-2.4 voron-trident voron-switchwire,2,Digi-Key | Mouser,,,Note the Mouser (Red Light) only has a 125v indicator in it. For 220/240 countries use the no light model,1,1,,1,,,,,,,,,,,1,1,1,Digikey (no Light),Mouser (Red Light),,,,,,,,,,https://www.digikey.com/products/en,https://www.mouser.com/ProductDetail/ZF/WRG32F2BBRLN?qs=%2Fha2pyFadugTPgk3aI89ZNgIRYXUDJ2iew%252BR%252BPzJE%2FSagvnd6sid0w%3D%3D,,,,,,,,,
extruder.bondtech-motor-gear-bowden-only,Bondtech Motor Gear (bowden only),Extruder,,all_live,,,,4,voron-0.2 afterburner voron-0 voron-0.1,voron-0.2,4,Bondtech | Filastruder | AliExpress,,Bondtech Motor Gear,,,,1,,,,,,1,,,,1,1,,,,Bondtech,Filastruder,TriangleLabs,TriangleLabs,,,,,,,,https://www.bondtech.se/en/product/motor-gear,https://www.filastruder.com/collections/bondtech/products/bondtech-motor-gear,https://s.click.aliexpress.com/e/_d7eKr16,https://www.aliexpress.com/item/32946695708.html,,,,,,,
